model,case,event
model2,57,H
model2,58,B
model2,58,C
model2,58,A
model2,59,A
model2,58,B
model2,59,B
model2,58,C
model2,59,C
model2,58,A
model2,59,A
model2,58,D
model2,60,A
model2,59,D
model2,58,F
model2,60,B
model2,59,F
model2,58,E
model2,60,C
model2,59,E
model2,58,H
model2,60,A
model2,59,H
model2,60,D
model2,61,A
model2,60,F
model2,61,D
model2,60,E
model2,61,F
model2,60,I
model2,61,E
model2,60,J
model2,62,A
model2,61,H
model2,60,K
model2,62,B
model2,60,M
model2,62,C
model2,60,N
model2,62,A
model2,63,A
model2,62,D
model2,63,D
model2,62,F
model2,63,F
model2,62,E
model2,63,E
model2,62,I
model2,63,I
model2,64,A
model2,62,J
model2,63,J
model2,62,L
model2,64,B
model2,63,L
model2,64,C
model2,62,M
model2,63,M
model2,64,A
model2,62,N
model2,63,N
model2,64,B
model2,65,A
model2,64,C
model2,65,D
model2,64,A
model2,65,F
model2,64,B
model2,65,E
model2,64,C
model2,66,A
model2,65,H
model2,64,A
model2,66,D
model2,64,D
model2,66,F
model2,64,F
model2,66,E
model2,64,E
model2,67,A
model2,66,H
model2,64,I
model2,67,B
model2,64,J
model2,67,C
model2,64,K
model2,67,A
model2,64,M
model2,68,A
model2,67,B
model2,64,O
model2,68,B
model2,67,C
model2,68,C
model2,67,A
model2,67,D
model2,68,A
model2,67,F
model2,68,D
model2,69,A
model2,67,E
model2,68,F
model2,69,D
model2,68,E
model2,67,H
model2,69,F
model2,68,I
model2,69,E
model2,68,J
model2,69,I
model2,70,A
model2,68,L
model2,69,J
model2,70,B
model2,68,M
model2,69,L
model2,70,C
model2,68,O
model2,69,M
model2,70,A
model2,69,O
model2,71,A
model2,70,B
model2,71,B
model2,70,C
model2,71,C
model2,70,A
model2,71,A
model2,70,D
model2,72,A
model2,71,B
model2,70,F
model2,71,C
model2,70,E
model2,72,B
model2,72,C
model2,71,A
model2,70,H
model2,72,A
model2,71,B
model2,71,C
model2,72,D
model2,73,A
model2,73,D
model2,72,F
model2,71,A
model2,73,F
model2,72,E
model2,71,B
model2,73,E
model2,71,C
model2,72,I
model2,73,I
model2,74,A
model2,72,J
model2,71,A
model2,74,B
model2,73,J
model2,71,B
model2,72,L
model2,73,L
model2,74,C
model2,72,M
model2,71,C
model2,74,A
model2,72,O
model2,73,M
model2,71,A
model2,74,B
model2,73,O
model2,75,A
model2,71,D
model2,74,C
model2,75,B
model2,71,F
model2,74,A
model2,75,C
model2,71,E
model2,74,B
model2,71,I
model2,75,A
model2,75,D
model2,74,C
model2,71,J
model2,76,A
model2,71,L
model2,75,F
model2,74,A
model2,76,B
model2,75,E
model2,71,M
model2,74,D
model2,76,C
model2,75,H
model2,71,O
model2,74,F
model2,76,A
model2,74,E
model2,77,A
model2,76,D
model2,74,I
model2,77,B
model2,76,F
model2,74,J
model2,77,C
model2,76,E
model2,74,K
model2,77,A
model2,76,I
model2,77,D
model2,74,M
model2,78,A
model2,76,J
model2,74,O
model2,77,F
model2,78,D
model2,76,L
model2,78,F
model2,77,E
model2,76,M
model2,77,H
model2,78,E
model2,76,N
model2,79,A
model2,78,I
model2,79,D
model2,78,J
model2,79,F
model2,78,L
model2,79,E
model2,78,M
model2,79,H
model2,78,O
model2,80,A
model2,80,B
model2,80,C
model2,80,A
model2,81,A
model2,80,B
model2,81,D
model2,80,C
model2,81,F
model2,80,A
model2,81,E
model2,80,B
model2,81,I
model2,82,A
model2,80,C
model2,81,J
model2,82,D
model2,80,A
model2,81,K
model2,82,F
model2,80,B
model2,81,M
model2,82,E
model2,80,C
model2,81,O
model2,83,A
model2,82,I
model2,80,A
model2,83,D
model2,82,J
model2,80,D
model2,83,F
model2,82,K
model2,80,F
model2,83,E
model2,82,M
model2,80,E
model2,83,H
model2,84,A
model2,82,O
model2,80,I
model2,84,D
model2,80,J
model2,84,F
model2,80,K
model2,84,E
model2,80,M
model2,84,H
model2,85,A
model2,80,N
model2,85,D
model2,85,F
model2,85,E
model2,86,A
model2,85,H
model2,86,D
model2,86,F
model2,86,E
model2,86,H
model2,87,A
model2,87,B
model2,87,C
model2,87,A
model2,87,B
model2,88,A
model2,88,D
model2,87,C
model2,88,F
model2,87,A
model2,88,E
model2,87,D
model2,88,I
model2,89,A
model2,87,F
model2,88,J
model2,89,B
model2,87,E
model2,88,K
model2,87,H
model2,89,C
model2,88,M
model2,89,A
model2,88,O
model2,90,A
model2,89,B
model2,90,D
model2,89,C
model2,90,F
model2,89,A
model2,89,D
model2,90,E
model2,91,A
model2,89,F
model2,90,I
model2,91,B
model2,89,E
model2,90,J
model2,91,C
model2,89,I
model2,90,K
model2,91,A
model2,89,J
model2,90,M
model2,91,D
model2,92,A
model2,89,K
model2,90,O
model2,91,F
model2,92,D
model2,89,M
model2,91,E
model2,92,F
model2,89,N
model2,91,I
model2,92,E
model2,91,J
model2,92,H
model2,93,A
model2,91,K
model2,93,D
model2,91,M
model2,93,F
model2,91,O
model2,93,E
model2,94,A
model2,93,I
model2,93,J
model2,94,B
model2,93,K
model2,94,C
model2,93,M
model2,94,A
model2,95,A
model2,93,O
model2,94,D
model2,95,B
model2,94,F
model2,95,C
model2,94,E
model2,95,A
model2,94,I
model2,96,A
model2,94,J
model2,95,D
model2,94,L
model2,96,D
model2,95,F
model2,94,M
model2,96,F
model2,95,E
model2,94,O
model2,95,H
model2,96,E
model2,97,A
model2,96,I
model2,96,J
model2,97,D
model2,96,L
model2,97,F
model2,96,M
model2,97,E
model2,96,N
model2,97,H
model2,98,A
model2,98,D
model2,98,F
model2,98,E
model2,98,I
model2,99,A
model2,98,J
model2,99,B
model2,98,L
model2,99,C
model2,98,M
model2,99,A
model2,98,O
model2,99,B
model2,99,C
model2,99,A
model2,99,D
model2,99,F
model2,99,E
model2,99,H
