model,case,event
model1,42,L
model1,45,J
model1,42,I
model1,45,O
model1,42,J
model1,42,N
model2,50,A
model2,50,B
model2,50,C
model2,50,A
model2,50,B
model2,51,A
model2,51,D
model2,50,C
model2,51,F
model2,50,A
model2,51,E
model2,50,B
model2,51,G
model2,52,A
model2,50,C
model2,52,B
model2,51,M
model2,50,A
model2,52,C
model2,51,K
model2,50,B
model2,51,I
model2,52,A
model2,50,C
model2,52,B
model2,51,J
model2,53,A
model2,50,A
model2,52,C
model2,51,N
model2,50,B
model2,53,B
model2,52,A
model2,53,C
model2,50,C
model2,52,B
model2,53,A
model2,50,A
model2,52,C
model2,53,D
model2,54,A
model2,50,B
model2,52,A
model2,54,D
model2,50,C
model2,53,F
model2,52,B
model2,54,F
model2,50,A
model2,53,E
model2,52,C
model2,53,G
model2,50,B
model2,54,E
model2,52,A
model2,53,M
model2,54,G
model2,50,C
model2,55,A
model2,53,L
model2,52,B
model2,54,H
model2,55,B
model2,50,A
model2,53,I
model2,52,C
model2,55,C
model2,50,D
model2,53,J
model2,52,A
model2,55,A
model2,50,F
model2,53,N
model2,52,D
model2,55,B
model2,56,A
model2,50,E
model2,52,F
model2,55,C
model2,56,D
model2,50,G
model2,52,E
model2,55,A
model2,56,F
model2,52,G
model2,50,M
model2,55,D
model2,56,E
model2,52,H
model2,50,K
model2,55,F
model2,57,A
model2,56,G
model2,50,I
model2,55,E
model2,56,M
model2,57,B
model2,50,J
model2,55,G
model2,57,C
model2,56,K
model2,50,O
model2,55,H
model2,57,A
model2,56,I
model2,56,J
model2,57,B
model2,58,A
model2,56,O
model2,57,C
model2,58,B
model2,57,A
model2,58,C
model2,57,B
model2,58,A
model2,58,D
model2,57,C
model2,59,A
model2,58,F
model2,57,A
model2,59,B
model2,58,E
model2,57,D
model2,59,C
model2,58,G
model2,57,F
model2,59,A
model2,58,M
model2,57,E
model2,60,A
model2,59,B
model2,60,B
model2,57,G
model2,58,L
model2,59,C
model2,60,C
model2,57,H
model2,58,I
model2,59,A
model2,60,A
model2,58,J
model2,59,D
model2,60,D
model2,61,A
model2,58,O
model2,59,F
model2,60,F
model2,61,B
model2,59,E
model2,61,C
model2,59,G
model2,60,E
model2,61,A
model2,59,H
model2,60,G
model2,61,D
model2,60,H
model2,62,A
model2,61,F
model2,62,B
model2,61,E
model2,62,C
model2,61,G
model2,62,A
model2,61,M
model2,62,D
model2,63,A
model2,61,K
model2,62,F
model2,63,B
model2,62,E
model2,61,I
model2,63,C
model2,62,G
model2,61,J
model2,63,A
model2,62,H
model2,61,O
model2,64,A
model2,63,D
model2,64,D
model2,63,F
model2,64,F
model2,63,E
model2,64,E
model2,63,G
model2,64,G
model2,65,A
model2,63,H
model2,64,M
model2,65,D
model2,64,K
model2,65,F
model2,64,I
model2,65,E
model2,64,J
model2,66,A
model2,65,G
model2,64,O
model2,66,B
model2,65,M
model2,66,C
model2,65,K
model2,66,A
model2,65,I
model2,67,A
model2,66,D
model2,65,J
model2,67,B
model2,65,O
model2,66,F
model2,67,C
model2,66,E
model2,67,A
model2,66,G
model2,67,B
model2,68,A
model2,66,M
model2,67,C
model2,66,K
model2,68,D
model2,67,A
model2,66,I
model2,68,F
model2,67,D
model2,66,J
model2,68,E
model2,66,N
model2,67,F
model2,69,A
model2,68,G
model2,69,B
model2,67,E
model2,68,H
model2,69,C
model2,67,G
model2,69,A
model2,67,H
model2,69,B
model2,70,A
model2,70,B
model2,69,C
model2,69,A
model2,70,C
model2,69,D
model2,70,A
model2,69,F
model2,71,A
model2,70,B
model2,69,E
model2,71,D
model2,70,C
model2,69,G
model2,71,F
model2,70,A
model2,69,M
model2,71,E
model2,70,D
model2,69,K
model2,72,A
model2,71,G
model2,70,F
model2,69,I
model2,72,B
model2,71,H
model2,70,E
model2,69,J
model2,72,C
model2,70,G
model2,69,N
model2,72,A
model2,70,M
model2,73,A
model2,72,B
model2,70,K
model2,73,D
model2,72,C
model2,70,I
model2,72,A
model2,73,F
model2,70,J
model2,72,B
model2,70,O
model2,73,E
model2,74,A
model2,72,C
model2,73,G
model2,72,A
model2,73,M
model2,74,B
model2,72,D
model2,73,L
model2,74,C
model2,72,F
model2,73,I
model2,74,A
model2,72,E
model2,75,A
model2,73,J
model2,74,D
model2,72,G
model2,75,D
model2,73,O
model2,74,F
model2,72,M
model2,75,F
model2,74,E
model2,72,K
model2,75,E
model2,74,G
model2,72,I
model2,76,A
model2,72,J
model2,75,G
model2,74,H
model2,76,D
model2,72,O
model2,75,H
model2,76,F
model2,76,E
model2,76,G
model2,77,A
model2,76,M
model2,77,B
model2,76,K
model2,77,C
model2,76,I
model2,77,A
model2,76,J
model2,77,B
model2,78,A
model2,76,N
model2,78,D
model2,77,C
model2,78,F
model2,77,A
model2,77,B
model2,78,E
model2,77,C
model2,78,G
model2,79,A
model2,77,A
model2,78,H
model2,79,B
model2,77,B
model2,79,C
model2,77,C
model2,79,A
model2,77,A
model2,79,D
model2,80,A
model2,77,B
model2,80,D
model2,79,F
model2,77,C
model2,79,E
model2,80,F
model2,77,A
model2,79,G
model2,80,E
model2,77,B
model2,79,M
model2,81,A
model2,80,G
model2,77,C
model2,79,K
model2,81,D
model2,80,H
model2,77,A
model2,79,I
model2,81,F
model2,79,J
model2,81,E
model2,77,D
model2,79,N
model2,82,A
model2,81,G
model2,77,F
model2,82,B
model2,81,H
model2,77,E
model2,82,C
model2,77,G
model2,82,A
model2,77,H
model2,82,B
model2,83,A
model2,82,C
model2,83,B
model2,82,A
model2,83,C
model2,82,B
model2,83,A
model2,82,C
model2,84,A
model2,83,D
model2,82,A
model2,84,D
model2,83,F
model2,82,D
model2,84,F
model2,83,E
model2,82,F
model2,84,E
model2,83,G
model2,82,E
model2,84,G
model2,85,A
model2,83,H
model2,82,G
model2,84,H
model2,85,B
model2,82,H
model2,85,C
model2,85,A
model2,86,A
model2,85,B
model2,85,C
model2,86,D
model2,85,A
model2,86,F
model2,86,E
model2,85,B
model2,87,A
model2,86,G
model2,85,C
model2,87,D
model2,85,A
model2,86,M
model2,85,D
model2,87,F
model2,86,K
model2,85,F
model2,86,I
model2,87,E
model2,85,E
model2,86,J
model2,88,A
model2,87,G
model2,85,G
model2,88,D
model2,87,H
model2,86,O
model2,85,H
model2,88,F
model2,88,E
model2,89,A
model2,88,G
model2,89,B
model2,88,H
model2,89,C
model2,89,A
model2,89,D
model2,90,A
model2,89,F
model2,90,D
model2,90,F
model2,89,E
model2,90,E
model2,89,G
model2,90,G
model2,91,A
model2,89,H
model2,90,H
model2,91,B
model2,91,C
model2,91,A
model2,92,A
model2,91,B
model2,92,D
model2,91,C
model2,92,F
model2,91,A
model2,92,E
model2,91,B
model2,92,G
model2,91,C
model2,93,A
model2,92,M
model2,91,A
model2,93,D
model2,92,L
model2,91,D
model2,93,F
model2,92,I
model2,91,F
model2,93,E
model2,92,J
model2,91,E
model2,94,A
model2,93,G
model2,92,O
model2,91,G
model2,93,H
model2,94,D
model2,91,H
model2,94,F
model2,94,E
model2,95,A
model2,94,G
model2,95,B
model2,94,H
model2,95,C
model2,95,A
model2,95,D
model2,96,A
model2,95,F
model2,96,B
model2,95,E
model2,96,C
model2,95,G
model2,96,A
model2,95,H
model2,97,A
model2,96,D
model2,97,D
model2,96,F
model2,97,F
model2,96,E
model2,97,E
model2,96,G
model2,97,G
model2,98,A
model2,96,H
model2,98,D
model2,97,H
model2,98,F
model2,98,E
model2,98,G
model2,99,A
model2,98,H
model2,99,B
model2,99,C
model2,99,A
model2,99,B
model2,99,C
model2,99,A
model2,99,B
model2,99,C
model2,99,A
model2,99,B
model2,99,C
model2,99,A
model2,99,B
model2,99,C
model2,99,A
model2,99,D
model2,99,F
model2,99,E
model2,99,G
model2,99,M
model2,99,L
model2,99,I
model2,99,J
model2,99,N
