model,case,event
model1,59,D
model1,55,D
model1,52,J
model1,41,L
model1,46,K
model1,61,A
model1,53,C
model1,45,F
model1,54,F
model1,58,F
model1,49,I
model1,51,L
model1,57,A
model1,60,D
model1,56,B
model1,50,F
model1,62,A
model1,52,K
model1,44,N
model1,55,F
model1,46,Q
model1,59,F
model1,41,Q
model1,61,D
model1,53,A
model1,45,E
model1,58,E
model1,54,E
model1,63,A
model1,57,B
model1,49,J
model1,56,C
model1,50,E
model1,60,F
model1,51,Q
model1,55,E
model1,62,B
model1,52,Q
model1,59,E
model1,41,N
model1,46,N
model1,64,A
model1,61,F
model1,45,G
model1,58,G
model1,63,D
model1,56,A
model1,53,B
model1,54,G
model1,57,C
model1,60,E
model1,51,N
model1,50,G
model1,49,K
model1,55,G
model1,65,A
model1,52,O
model1,62,C
model1,64,B
model1,61,E
model1,45,I
model1,59,G
model1,56,B
model1,58,H
model1,53,C
model1,63,F
model1,66,A
model1,49,Q
model1,57,A
model1,50,I
model1,54,I
model1,60,G
model1,55,I
model1,65,B
model1,61,G
model1,45,J
model1,59,I
model1,67,A
model1,64,C
model1,53,A
model1,62,A
model1,63,E
model1,56,C
model1,66,D
model1,57,D
model1,55,J
model1,49,N
model1,50,J
model1,60,I
model1,54,J
model1,68,A
model1,61,I
model1,65,C
model1,59,J
model1,64,A
model1,45,L
model1,67,D
model1,63,G
model1,53,B
model1,69,A
model1,66,F
model1,62,B
model1,56,A
model1,57,F
model1,60,J
model1,55,L
model1,50,L
model1,68,B
model1,54,K
model1,61,J
model1,65,A
model1,59,L
model1,64,D
model1,45,Q
model1,70,A
model1,53,C
model1,67,F
model1,56,B
model1,63,I
model1,69,B
model1,66,E
model1,55,Q
model1,60,L
model1,57,E
model1,54,Q
model1,62,C
model1,50,Q
model1,68,C
model1,71,A
model1,61,K
model1,59,Q
model1,45,N
model1,65,B
model1,64,F
model1,67,E
model1,53,A
model1,70,B
model1,56,C
model1,63,J
model1,50,N
model1,72,A
model1,69,C
model1,66,G
model1,55,O
model1,54,O
model1,60,Q
model1,62,A
model1,57,G
model1,68,A
model1,64,E
model1,59,O
model1,61,Q
model1,71,B
model1,65,C
model1,73,A
model1,53,D
model1,67,G
model1,56,A
model1,70,C
model1,69,A
model1,72,D
model1,66,I
model1,63,K
model1,60,O
model1,57,I
model1,62,D
model1,64,G
model1,74,A
model1,68,B
model1,65,A
model1,73,B
model1,61,N
model1,71,C
model1,53,F
model1,67,H
model1,56,B
model1,70,A
model1,72,F
model1,69,D
model1,57,J
model1,75,A
model1,63,Q
model1,66,J
model1,62,F
model1,68,C
model1,64,H
model1,65,B
model1,74,B
model1,73,C
model1,76,A
model1,71,A
model1,53,E
model1,70,B
model1,72,E
model1,69,F
model1,57,L
model1,56,C
model1,75,B
model1,63,O
model1,68,A
model1,62,E
model1,66,K
model1,77,A
model1,74,C
model1,65,C
model1,73,A
model1,71,D
model1,70,C
model1,56,A
model1,76,D
model1,53,G
model1,69,E
model1,57,Q
model1,72,G
model1,66,Q
model1,68,D
model1,78,A
model1,77,B
model1,75,C
model1,62,G
model1,74,A
model1,65,A
model1,71,F
model1,73,B
model1,79,A
model1,56,D
model1,57,O
model1,69,G
model1,70,A
model1,76,F
model1,66,N
model1,68,F
model1,53,I
model1,78,D
model1,72,I
model1,77,C
model1,75,A
model1,62,I
model1,80,A
model1,74,B
model1,56,F
model1,71,E
model1,73,C
model1,65,B
model1,69,H
model1,79,B
model1,70,B
model1,76,E
model1,78,F
model1,81,A
model1,53,J
model1,72,J
model1,62,J
model1,68,E
model1,77,A
model1,75,B
model1,80,B
model1,74,C
model1,71,G
model1,56,E
model1,82,A
model1,65,C
model1,73,A
model1,79,C
model1,78,E
model1,81,D
model1,76,G
model1,70,C
model1,53,L
model1,72,K
model1,62,L
model1,77,D
model1,80,C
model1,68,G
model1,83,A
model1,74,A
model1,75,C
model1,71,I
model1,82,B
model1,56,G
model1,65,A
model1,70,A
model1,78,G
model1,76,H
model1,79,A
model1,73,B
model1,81,F
model1,84,A
model1,72,Q
model1,53,Q
model1,68,H
model1,62,Q
model1,77,F
model1,80,A
model1,83,B
model1,75,A
model1,74,D
model1,71,J
model1,56,I
model1,85,A
model1,82,C
model1,65,D
model1,78,I
model1,84,D
model1,70,B
model1,73,C
model1,81,E
model1,53,O
model1,79,B
model1,72,O
model1,83,C
model1,75,D
model1,77,E
model1,74,F
model1,62,N
model1,86,A
model1,80,B
model1,71,L
model1,56,J
model1,82,A
model1,65,F
model1,85,B
model1,78,J
model1,70,C
model1,74,E
model1,84,F
model1,87,A
model1,77,G
model1,75,F
model1,73,A
model1,83,A
model1,79,C
model1,81,G
model1,86,B
model1,80,C
model1,56,L
model1,65,E
model1,71,Q
model1,88,A
model1,82,D
model1,78,K
model1,84,E
model1,85,C
model1,77,H
model1,87,D
model1,75,E
model1,74,G
model1,70,A
model1,86,C
model1,79,A
model1,73,D
model1,81,I
model1,83,D
model1,89,A
model1,80,A
model1,56,Q
model1,88,D
model1,65,G
model1,71,O
model1,85,A
model1,84,G
model1,82,F
model1,78,Q
model1,70,D
model1,87,F
model1,75,G
model1,90,A
model1,73,F
model1,74,I
model1,79,B
model1,86,A
model1,89,D
model1,81,J
model1,83,F
model1,56,O
model1,91,A
model1,65,I
model1,88,F
model1,80,B
model1,84,I
model1,85,D
model1,74,J
model1,73,E
model1,70,F
model1,82,E
model1,87,E
model1,75,I
model1,90,D
model1,78,N
model1,79,C
model1,89,F
model1,81,K
model1,83,E
model1,92,A
model1,86,D
model1,91,B
model1,65,J
model1,84,J
model1,80,C
model1,88,E
model1,85,F
model1,74,L
model1,75,J
model1,90,F
model1,73,G
model1,82,G
model1,93,A
model1,70,E
model1,81,Q
model1,87,G
model1,89,E
model1,79,A
model1,83,G
model1,92,D
model1,86,F
model1,91,C
model1,65,K
model1,94,A
model1,85,E
model1,74,Q
model1,80,A
model1,93,B
model1,73,I
model1,89,G
model1,84,L
model1,88,G
model1,90,E
model1,75,L
model1,82,H
model1,79,D
model1,70,G
model1,87,I
model1,86,E
model1,81,N
model1,83,H
model1,95,A
model1,92,F
model1,65,Q
model1,91,A
model1,89,I
model1,94,B
model1,88,H
model1,74,O
model1,80,B
model1,85,G
model1,93,C
model1,73,J
model1,79,F
model1,84,Q
model1,70,H
model1,90,G
model1,75,Q
model1,96,A
model1,86,G
model1,92,E
model1,87,J
model1,95,B
model1,65,N
model1,89,J
model1,91,D
model1,94,C
model1,97,A
model1,85,I
model1,73,L
model1,84,O
model1,79,E
model1,80,C
model1,93,A
model1,75,O
model1,96,B
model1,90,H
model1,86,I
model1,87,L
model1,98,A
model1,92,G
model1,91,F
model1,95,C
model1,89,K
model1,73,Q
model1,94,A
model1,97,B
model1,80,A
model1,85,J
model1,93,B
model1,96,C
model1,79,G
model1,99,A
model1,86,J
model1,87,Q
model1,92,I
model1,98,D
model1,95,A
model1,89,Q
model1,73,N
model1,100,A
model1,93,C
model1,94,D
model1,96,A
model1,91,E
model1,97,C
model1,80,B
model1,85,K
model1,86,K
model1,87,O
model1,99,B
model1,79,H
model1,92,J
model1,101,A
model1,98,F
model1,95,B
model1,89,N
model1,100,B
model1,94,F
model1,93,A
model1,96,B
model1,80,C
model1,91,G
model1,86,Q
model1,99,C
model1,92,K
model1,85,Q
model1,97,A
model1,102,A
model1,101,D
model1,95,C
model1,94,E
model1,98,E
model1,100,C
model1,96,C
model1,103,A
model1,80,A
model1,93,D
model1,99,A
model1,97,B
model1,85,O
model1,91,I
model1,86,N
model1,102,B
model1,92,Q
model1,104,A
model1,101,F
model1,98,G
model1,95,A
model1,80,B
model1,94,G
model1,100,A
model1,103,B
model1,96,A
model1,97,C
model1,93,F
model1,99,B
model1,102,C
model1,105,A
model1,91,J
model1,92,O
model1,104,B
model1,95,D
model1,101,E
model1,80,C
model1,98,I
model1,106,A
model1,99,C
model1,93,E
model1,103,C
model1,100,B
model1,96,D
model1,94,H
model1,102,A
model1,97,A
model1,105,B
model1,91,L
model1,104,C
model1,95,F
model1,107,A
model1,101,G
model1,98,J
model1,80,A
model1,99,A
model1,93,G
model1,100,C
model1,106,B
model1,103,A
model1,96,F
model1,108,A
model1,91,Q
model1,97,D
model1,102,B
model1,105,C
model1,104,A
model1,107,D
model1,101,H
model1,95,E
model1,98,K
model1,80,B
model1,93,H
model1,109,A
model1,99,D
model1,106,C
model1,100,A
model1,96,E
model1,103,D
model1,97,F
model1,102,C
model1,108,B
model1,91,O
model1,105,A
model1,107,F
model1,98,Q
model1,110,A
model1,104,B
model1,95,G
model1,109,D
model1,99,F
model1,80,C
model1,100,B
model1,103,F
model1,106,A
model1,97,E
model1,102,A
model1,96,G
model1,111,A
model1,108,C
model1,107,E
model1,98,N
model1,95,I
model1,105,B
model1,99,E
model1,104,C
model1,103,E
model1,80,A
model1,110,B
model1,109,F
model1,112,A
model1,106,D
model1,100,C
model1,96,H
model1,97,G
model1,102,D
model1,111,D
model1,107,G
model1,108,A
model1,95,J
model1,113,A
model1,99,G
model1,104,A
model1,103,G
model1,105,C
model1,112,D
model1,110,C
model1,109,E
model1,106,F
model1,102,F
model1,97,I
model1,80,B
model1,100,A
model1,114,A
model1,108,B
model1,107,H
model1,95,K
model1,111,F
model1,113,D
model1,99,I
model1,110,A
model1,109,G
model1,103,H
model1,112,F
model1,104,B
model1,105,A
model1,97,J
model1,102,E
model1,115,A
model1,106,E
model1,80,C
model1,100,B
model1,108,C
model1,114,D
model1,95,Q
model1,111,E
model1,99,J
model1,113,F
model1,116,A
model1,110,B
model1,109,H
model1,112,E
model1,105,D
model1,104,C
model1,115,B
model1,80,A
model1,102,G
model1,97,K
model1,106,G
model1,117,A
model1,100,C
model1,114,F
model1,108,A
model1,116,D
model1,95,N
model1,112,G
model1,99,L
model1,111,G
model1,104,A
model1,110,C
model1,102,I
model1,113,E
model1,105,F
model1,115,C
model1,118,A
model1,97,Q
model1,80,B
model1,117,B
model1,100,A
model1,106,I
model1,108,B
model1,114,E
model1,116,F
model1,112,I
model1,119,A
model1,99,Q
model1,110,A
model1,102,J
model1,111,I
model1,113,G
model1,105,E
model1,104,D
model1,118,D
model1,115,A
model1,80,C
model1,97,O
model1,106,J
model1,120,A
model1,114,G
model1,117,C
model1,100,D
model1,108,C
model1,99,N
model1,119,D
model1,116,E
model1,110,B
model1,112,J
model1,102,L
model1,104,F
model1,113,H
model1,111,J
model1,115,B
model1,105,G
model1,121,A
model1,118,F
model1,80,A
model1,106,K
model1,120,D
model1,114,H
model1,117,A
model1,100,F
model1,108,A
model1,116,G
model1,119,F
model1,122,A
model1,110,C
model1,102,Q
model1,111,L
model1,112,L
model1,104,E
model1,115,C
model1,118,E
model1,121,B
model1,80,B
model1,105,I
model1,106,Q
model1,117,D
model1,123,A
model1,120,F
model1,108,B
model1,100,E
model1,122,B
model1,119,E
model1,102,N
model1,116,I
model1,104,G
model1,110,A
model1,111,Q
model1,121,C
model1,115,A
model1,124,A
model1,118,G
model1,112,Q
model1,106,O
model1,117,F
model1,80,C
model1,105,J
model1,123,B
model1,108,C
model1,120,E
model1,100,G
model1,116,J
model1,125,A
model1,122,C
model1,110,B
model1,119,G
model1,115,B
model1,104,I
model1,121,A
model1,124,B
model1,118,H
model1,80,A
model1,112,N
model1,111,O
model1,117,E
model1,105,K
model1,126,A
model1,120,G
model1,123,C
model1,100,H
model1,108,A
model1,122,A
model1,116,K
model1,125,B
model1,110,C
model1,80,D
model1,119,H
model1,121,B
model1,115,C
model1,104,J
model1,127,A
model1,124,C
model1,120,H
model1,126,B
model1,105,Q
model1,117,G
model1,123,A
model1,108,D
model1,122,D
model1,128,A
model1,116,Q
model1,110,A
model1,125,C
model1,121,C
model1,80,F
model1,115,A
model1,104,K
model1,127,B
model1,124,A
model1,126,C
model1,129,A
model1,105,N
model1,117,H
model1,108,F
model1,123,B
model1,125,A
model1,116,N
model1,128,D
model1,122,F
model1,121,A
model1,110,D
model1,104,Q
model1,80,E
model1,130,A
model1,115,D
model1,124,D
model1,127,C
model1,126,A
model1,129,B
model1,108,E
model1,125,D
model1,131,A
model1,122,E
model1,130,D
model1,110,F
model1,128,F
model1,123,C
model1,121,D
model1,115,F
model1,80,G
model1,104,N
model1,127,A
model1,124,F
model1,129,C
model1,132,A
model1,108,G
model1,125,F
model1,126,D
model1,110,E
model1,123,A
model1,122,G
model1,130,F
model1,128,E
model1,131,B
model1,80,H
model1,121,F
model1,133,A
model1,115,E
model1,129,A
model1,124,E
model1,127,D
model1,132,D
model1,125,E
model1,126,F
model1,108,H
model1,131,C
model1,130,E
model1,110,G
model1,134,A
model1,122,H
model1,128,G
model1,123,B
model1,121,E
model1,133,D
model1,125,G
model1,115,G
model1,129,D
model1,127,F
model1,124,G
model1,132,F
model1,135,A
model1,130,G
model1,131,A
model1,134,D
model1,126,E
model1,123,C
model1,110,I
model1,128,I
model1,133,F
model1,121,G
model1,136,A
model1,129,F
model1,127,E
model1,135,D
model1,115,H
model1,125,H
model1,130,H
model1,132,E
model1,124,I
model1,134,F
model1,131,D
model1,126,G
model1,137,A
model1,128,J
model1,110,J
model1,123,A
model1,121,H
model1,133,E
model1,127,G
model1,129,E
model1,132,G
model1,136,B
model1,138,A
model1,135,F
model1,124,J
model1,134,E
model1,126,I
model1,131,F
model1,128,L
model1,110,K
model1,123,D
model1,137,D
model1,133,G
model1,139,A
model1,129,G
model1,136,C
model1,132,H
model1,127,H
model1,124,K
model1,138,D
model1,135,E
model1,134,G
model1,137,F
model1,131,E
model1,126,J
model1,128,Q
model1,140,A
model1,123,F
model1,110,Q
model1,136,A
model1,133,I
model1,139,D
model1,129,H
model1,138,F
model1,135,G
model1,141,A
model1,126,L
model1,137,E
model1,124,Q
model1,134,I
model1,128,O
model1,131,G
model1,123,E
model1,110,O
model1,140,D
model1,139,F
model1,133,J
model1,136,B
model1,142,A
model1,135,H
model1,138,E
model1,141,B
model1,134,J
model1,126,Q
model1,137,G
model1,124,N
model1,143,A
model1,131,H
model1,140,F
model1,123,G
model1,136,C
model1,133,K
model1,139,E
model1,142,D
model1,138,G
model1,144,A
model1,141,C
model1,134,L
model1,126,O
model1,137,H
model1,136,A
model1,123,H
model1,140,E
model1,133,Q
model1,143,D
model1,145,A
model1,142,F
model1,139,G
model1,138,I
model1,141,A
model1,144,D
model1,134,Q
model1,146,A
model1,136,D
model1,143,F
model1,133,N
model1,140,G
model1,142,E
model1,145,B
model1,139,I
model1,144,F
model1,138,J
model1,147,A
model1,134,O
model1,141,D
model1,146,B
model1,136,F
model1,143,E
model1,140,I
model1,142,G
model1,148,A
model1,145,C
model1,144,E
model1,138,L
model1,139,J
model1,147,D
model1,141,F
model1,146,C
model1,136,E
model1,149,A
model1,143,G
model1,140,J
model1,145,A
model1,142,H
model1,148,B
model1,144,G
model1,139,K
model1,150,A
model1,146,A
model1,138,Q
model1,147,F
model1,149,B
model1,136,G
model1,141,E
model1,143,I
model1,145,B
model1,140,K
model1,151,A
model1,144,I
model1,148,C
model1,150,B
model1,139,Q
model1,146,B
model1,138,O
model1,147,E
model1,143,J
model1,141,G
model1,149,C
model1,136,H
model1,152,A
model1,145,C
model1,140,Q
model1,144,J
model1,151,B
model1,150,C
model1,139,O
model1,148,A
model1,146,C
model1,153,A
model1,147,G
model1,149,A
model1,143,L
model1,140,O
model1,145,A
model1,141,H
model1,152,D
model1,154,A
model1,150,A
model1,151,C
model1,144,K
model1,153,B
model1,148,B
model1,146,A
model1,149,D
model1,147,I
model1,143,Q
model1,152,F
model1,155,A
model1,145,B
model1,150,B
model1,154,B
model1,151,A
model1,146,D
model1,153,C
model1,144,Q
model1,156,A
model1,148,C
model1,152,E
model1,143,O
model1,149,F
model1,147,J
model1,155,D
model1,145,C
model1,157,A
model1,151,D
model1,153,A
model1,150,C
model1,156,B
model1,154,C
model1,146,F
model1,144,N
model1,152,G
model1,148,A
model1,149,E
model1,158,A
model1,147,K
model1,145,A
model1,155,F
model1,153,B
model1,151,F
model1,157,D
model1,150,A
model1,146,E
model1,156,C
model1,159,A
model1,154,A
model1,148,D
model1,152,I
model1,147,Q
model1,149,G
model1,145,B
model1,158,B
model1,155,E
model1,153,C
model1,157,F
model1,150,B
model1,160,A
model1,151,E
model1,146,G
model1,156,A
model1,159,D
model1,154,D
model1,152,J
model1,145,C
model1,148,F
model1,161,A
model1,155,G
model1,147,N
model1,149,I
model1,153,A
model1,160,B
model1,158,C
model1,150,C
model1,157,E
model1,151,G
model1,146,H
model1,159,F
model1,154,F
model1,162,A
model1,156,B
model1,152,L
model1,161,D
model1,149,J
model1,145,A
model1,148,E
model1,155,H
model1,158,A
model1,150,A
model1,153,B
model1,157,G
model1,151,I
model1,160,C
model1,163,A
model1,162,D
model1,156,C
model1,154,E
model1,159,E
model1,161,F
model1,152,Q
model1,148,G
model1,150,B
model1,145,B
model1,164,A
model1,149,L
model1,158,B
model1,153,C
model1,151,J
model1,162,F
model1,163,B
model1,157,H
model1,160,A
model1,156,A
model1,154,G
model1,165,A
model1,159,G
model1,145,C
model1,152,N
model1,150,C
model1,161,E
model1,149,Q
model1,148,I
model1,164,D
model1,158,C
model1,151,L
model1,153,A
model1,162,E
model1,166,A
model1,160,D
model1,163,C
model1,154,H
model1,156,D
model1,165,D
model1,149,O
model1,159,H
model1,150,A
model1,161,G
model1,167,A
model1,145,A
model1,164,F
model1,158,A
model1,148,J
model1,151,Q
model1,163,A
model1,153,D
model1,162,G
model1,166,B
model1,160,F
model1,156,F
model1,168,A
model1,165,F
model1,161,H
model1,150,D
model1,164,E
model1,158,D
model1,145,B
model1,167,B
model1,148,L
model1,162,H
model1,151,O
model1,163,D
model1,160,E
model1,153,F
model1,169,A
model1,166,C
model1,168,D
model1,165,E
model1,156,E
model1,150,F
model1,158,F
model1,170,A
model1,167,C
model1,164,G
model1,148,Q
model1,145,C
model1,163,F
model1,166,A
model1,160,G
model1,169,B
model1,153,E
model1,171,A
model1,156,G
model1,168,F
model1,150,E
model1,165,G
model1,158,E
model1,167,A
model1,164,I
model1,170,D
model1,148,N
model1,145,A
model1,163,E
model1,172,A
model1,166,D
model1,169,C
model1,153,G
model1,160,H
model1,168,E
model1,156,H
model1,150,G
model1,171,B
model1,167,B
model1,165,I
model1,158,G
model1,170,F
model1,173,A
model1,164,J
model1,145,B
model1,163,G
model1,166,F
model1,172,B
model1,153,I
model1,169,A
model1,168,G
model1,150,H
model1,174,A
model1,167,C
model1,171,C
model1,170,E
model1,158,H
model1,164,L
model1,165,J
model1,173,B
model1,145,C
model1,163,H
model1,166,E
model1,153,J
model1,175,A
model1,172,C
model1,169,D
model1,168,I
model1,171,A
model1,167,A
model1,174,D
model1,173,C
model1,170,G
model1,165,K
model1,176,A
model1,164,Q
model1,166,G
model1,153,L
model1,145,A
model1,169,F
model1,172,A
model1,174,F
model1,175,D
model1,168,J
model1,177,A
model1,171,B
model1,167,B
model1,173,A
model1,170,I
model1,176,D
model1,166,I
model1,164,N
model1,165,Q
model1,153,Q
model1,145,B
model1,172,B
model1,178,A
model1,168,K
model1,169,E
model1,175,F
model1,174,E
model1,171,C
model1,167,C
model1,177,B
model1,173,D
model1,176,F
model1,179,A
model1,166,J
model1,165,O
model1,170,J
model1,145,C
model1,153,N
model1,174,G
model1,175,E
model1,169,G
model1,178,D
model1,172,C
model1,167,A
model1,168,Q
model1,177,C
model1,180,A
model1,176,E
model1,173,F
model1,171,A
model1,166,L
model1,179,B
model1,170,K
model1,145,A
model1,181,A
model1,178,F
model1,174,H
model1,175,G
model1,169,H
model1,167,D
model1,177,A
model1,168,O
model1,180,D
model1,172,A
model1,166,Q
model1,173,E
model1,171,D
model1,176,G
model1,182,A
model1,179,C
model1,145,D
model1,170,Q
model1,178,E
model1,167,F
model1,181,B
model1,175,H
model1,177,B
model1,183,A
model1,180,F
model1,172,D
model1,166,N
model1,171,F
model1,176,H
model1,170,N
model1,173,G
model1,145,F
model1,179,A
model1,182,B
model1,167,E
model1,181,C
model1,184,A
