model,case,event
model1,49,H
model1,54,D
model1,57,A
model1,48,K
model1,44,E
model1,50,D
model1,27,L
model1,56,F
model1,52,B
model1,41,M
model1,45,H
model1,53,A
model1,58,A
model1,33,C
model1,32,M
model1,51,D
model1,55,D
model1,57,F
model1,48,I
model1,54,E
model1,50,E
model1,52,C
model1,44,G
model1,27,I
model1,59,A
model1,41,K
model1,56,D
model1,53,B
model1,58,B
model1,55,E
model1,32,K
model1,33,A
model1,57,D
model1,54,G
model1,51,E
model1,60,A
model1,48,J
model1,44,M
model1,50,G
model1,41,I
model1,59,B
model1,27,J
model1,52,A
model1,53,C
model1,56,E
model1,61,A
model1,58,C
model1,55,G
model1,51,G
model1,33,F
model1,54,M
model1,32,I
model1,57,E
model1,44,K
model1,60,B
model1,48,O
model1,59,C
model1,50,H
model1,52,B
model1,41,J
model1,62,A
model1,27,O
model1,53,A
model1,56,G
model1,61,F
model1,58,A
model1,57,G
model1,55,H
model1,33,D
model1,32,J
model1,51,M
model1,54,L
model1,60,C
model1,63,A
model1,52,C
model1,41,O
model1,44,I
model1,59,A
model1,53,F
model1,62,B
model1,61,D
model1,58,B
model1,56,H
model1,64,A
model1,57,H
model1,32,N
model1,63,F
model1,60,A
model1,54,I
model1,51,L
model1,33,E
model1,44,J
model1,52,A
model1,59,F
model1,65,A
model1,53,D
model1,64,F
model1,61,E
model1,62,C
model1,58,C
model1,51,I
model1,33,G
model1,60,F
model1,63,D
model1,66,A
model1,54,J
model1,52,B
model1,59,D
model1,44,N
model1,65,B
model1,64,D
model1,51,J
model1,58,A
model1,62,A
model1,53,E
model1,67,A
model1,61,G
model1,33,H
model1,60,D
model1,63,E
model1,66,B
model1,52,C
model1,54,N
model1,59,E
model1,68,A
model1,65,C
model1,64,E
model1,61,H
model1,51,O
model1,67,B
model1,58,B
model1,62,F
model1,53,G
model1,63,G
model1,60,E
model1,69,A
model1,59,G
model1,52,A
model1,66,C
model1,68,F
model1,64,G
model1,65,A
model1,62,D
model1,70,A
model1,67,C
model1,53,M
model1,58,C
model1,63,H
model1,59,M
model1,69,F
model1,60,G
model1,66,A
model1,52,B
model1,71,A
model1,65,B
model1,68,D
model1,70,B
model1,64,M
model1,62,E
model1,67,A
model1,53,L
model1,58,A
model1,59,L
model1,72,A
model1,69,D
model1,60,M
model1,66,F
model1,52,C
model1,71,F
model1,64,K
model1,68,E
model1,65,C
model1,62,G
model1,73,A
model1,67,F
model1,53,I
model1,70,C
model1,58,F
model1,59,I
model1,72,B
model1,69,E
model1,52,A
model1,60,L
model1,66,D
model1,74,A
model1,71,D
model1,68,G
model1,64,I
model1,73,B
model1,70,A
model1,62,H
model1,65,A
model1,53,J
model1,67,D
model1,58,D
model1,72,C
model1,59,J
model1,75,A
model1,60,I
model1,52,F
model1,69,G
model1,71,E
model1,66,E
model1,74,B
model1,68,H
model1,64,J
model1,53,O
model1,76,A
model1,65,F
model1,70,F
model1,67,E
model1,58,E
model1,73,C
model1,72,A
model1,75,B
model1,59,O
model1,52,D
model1,60,J
model1,69,M
model1,77,A
model1,74,C
model1,66,G
model1,71,G
model1,64,N
model1,65,D
model1,67,G
model1,70,D
model1,76,B
model1,73,A
model1,58,G
model1,72,B
model1,78,A
model1,69,L
model1,75,C
model1,60,O
model1,52,E
model1,77,F
model1,66,M
model1,71,H
model1,74,A
model1,72,C
model1,65,E
model1,79,A
model1,70,E
model1,76,C
model1,67,H
model1,73,F
model1,58,H
model1,75,A
model1,78,B
model1,69,I
model1,52,G
model1,80,A
model1,74,F
model1,66,K
model1,77,D
model1,70,G
model1,65,G
model1,72,A
model1,76,A
model1,79,B
model1,73,D
model1,81,A
model1,78,C
model1,80,B
model1,69,J
model1,75,B
model1,74,D
model1,52,H
model1,66,I
model1,77,E
model1,76,B
model1,70,M
model1,65,M
model1,82,A
model1,72,F
model1,79,C
model1,73,E
model1,81,F
model1,69,N
model1,75,C
model1,78,A
model1,74,E
model1,80,C
model1,66,J
model1,83,A
model1,77,G
model1,76,C
model1,70,L
model1,65,L
model1,82,F
model1,79,A
model1,73,G
model1,81,D
model1,72,D
model1,75,A
model1,84,A
model1,78,B
model1,80,A
model1,74,G
model1,66,O
model1,83,B
model1,77,M
model1,70,I
model1,76,A
model1,85,A
model1,65,I
model1,79,F
model1,82,D
model1,73,H
model1,81,E
model1,75,B
model1,84,B
model1,72,E
model1,78,C
model1,80,F
model1,74,H
model1,86,A
model1,77,L
model1,83,C
model1,76,F
model1,70,J
model1,75,C
model1,65,J
model1,79,D
model1,85,F
model1,81,G
model1,82,E
model1,84,C
model1,87,A
model1,80,D
model1,72,G
model1,78,A
model1,86,F
model1,77,I
model1,83,A
model1,76,D
model1,81,M
model1,88,A
model1,65,N
model1,70,O
model1,84,A
model1,75,A
model1,85,D
model1,82,G
model1,87,B
model1,79,E
model1,80,E
model1,72,M
model1,77,J
model1,78,B
model1,89,A
model1,86,D
model1,83,F
model1,76,E
model1,85,E
model1,84,B
model1,81,L
model1,88,F
model1,75,B
model1,82,M
model1,79,G
model1,87,C
model1,90,A
model1,77,N
model1,80,G
model1,89,B
model1,78,C
model1,72,L
model1,76,G
model1,83,D
model1,86,E
model1,88,D
model1,81,I
model1,84,C
model1,91,A
model1,85,G
model1,87,A
model1,75,C
model1,90,F
model1,79,H
model1,80,M
model1,78,A
model1,89,C
model1,82,L
model1,72,I
model1,92,A
model1,86,G
model1,76,H
model1,84,A
model1,85,H
model1,81,J
model1,83,E
model1,88,E
model1,91,B
model1,75,A
model1,90,D
model1,87,B
model1,80,K
model1,93,A
model1,89,A
model1,78,F
model1,82,I
model1,92,B
model1,72,J
model1,83,G
model1,86,M
model1,81,N
model1,84,F
model1,88,G
model1,91,C
model1,94,A
model1,80,I
model1,90,E
model1,87,C
model1,75,F
model1,78,D
model1,89,B
model1,82,J
model1,72,N
model1,93,F
model1,95,A
model1,92,C
model1,86,L
model1,83,H
model1,84,D
model1,80,J
model1,91,A
model1,88,M
model1,87,A
model1,90,G
model1,94,B
model1,75,D
model1,96,A
model1,89,C
model1,82,N
model1,95,B
model1,78,E
model1,93,D
model1,86,I
model1,84,E
model1,92,A
model1,97,A
model1,80,O
model1,88,K
model1,91,B
model1,87,F
model1,90,H
model1,75,E
model1,94,C
model1,86,J
model1,96,B
model1,89,A
model1,95,C
model1,78,G
model1,98,A
model1,93,E
model1,97,F
model1,92,F
model1,84,G
model1,94,A
model1,87,D
model1,91,C
model1,75,G
model1,99,A
model1,88,I
model1,89,F
model1,86,N
model1,96,C
model1,95,A
model1,93,G
model1,78,H
model1,98,F
model1,92,D
model1,84,M
model1,97,D
model1,100,A
model1,94,B
model1,87,E
model1,75,H
model1,88,J
model1,89,D
model1,91,A
model1,96,A
model1,99,F
model1,95,F
model1,101,A
model1,98,D
model1,93,M
model1,84,K
model1,92,E
model1,94,C
model1,97,E
model1,100,B
model1,87,G
model1,89,E
model1,88,O
model1,102,A
model1,96,F
model1,99,D
model1,95,D
model1,91,F
model1,98,E
model1,84,I
model1,101,F
model1,93,L
model1,103,A
model1,97,G
model1,92,G
model1,94,A
model1,87,H
model1,89,G
model1,102,B
model1,91,D
model1,100,C
model1,96,D
model1,99,E
model1,95,E
model1,84,J
model1,98,G
model1,93,I
model1,104,A
model1,101,D
model1,103,F
model1,97,M
model1,94,F
model1,95,G
model1,102,C
model1,92,M
model1,91,E
model1,89,M
model1,105,A
model1,99,G
model1,84,N
model1,96,E
model1,100,A
model1,98,H
model1,104,B
model1,93,J
model1,101,E
model1,103,D
model1,106,A
model1,95,H
model1,94,D
model1,92,L
model1,97,L
model1,102,A
model1,105,B
model1,89,K
model1,91,G
model1,99,M
model1,100,B
model1,104,C
model1,107,A
model1,96,G
model1,93,O
model1,101,G
model1,103,E
model1,106,B
model1,94,E
model1,89,I
model1,97,I
model1,105,C
model1,108,A
model1,92,I
model1,102,B
model1,96,M
model1,99,L
model1,91,H
model1,100,C
model1,107,F
model1,104,A
model1,103,G
model1,101,M
model1,106,C
model1,109,A
model1,94,G
model1,108,F
model1,89,J
model1,92,J
model1,96,L
model1,97,J
model1,105,A
model1,100,A
model1,102,C
model1,99,I
model1,110,A
model1,104,F
model1,107,D
model1,106,A
model1,103,H
model1,94,H
model1,101,K
model1,109,F
model1,96,I
model1,89,N
model1,108,D
model1,92,O
model1,111,A
model1,97,O
model1,105,B
model1,99,J
model1,100,F
model1,102,A
model1,106,F
model1,110,B
model1,104,D
model1,107,E
model1,112,A
model1,109,D
model1,105,C
model1,101,I
model1,108,E
model1,99,N
model1,96,J
model1,111,F
model1,102,F
model1,106,D
model1,107,G
model1,113,A
model1,104,E
model1,100,D
model1,110,C
model1,112,F
model1,109,E
model1,101,J
model1,108,G
model1,105,A
model1,114,A
model1,96,N
model1,106,E
model1,111,D
model1,102,D
model1,104,G
model1,113,B
model1,107,M
model1,100,E
model1,110,A
model1,115,A
model1,101,O
model1,112,D
model1,108,H
model1,105,F
model1,109,G
model1,114,F
model1,106,G
model1,111,E
model1,102,E
model1,116,A
model1,113,C
model1,115,B
model1,107,K
model1,100,G
model1,104,H
model1,110,B
model1,109,H
model1,112,E
model1,114,D
model1,105,D
model1,117,A
model1,102,G
model1,111,G
model1,106,M
model1,116,B
model1,107,I
model1,100,M
model1,113,A
model1,110,C
model1,115,C
model1,118,A
model1,117,F
model1,112,G
model1,105,E
model1,114,E
model1,111,H
model1,106,L
model1,102,H
model1,116,C
model1,113,F
model1,110,A
model1,107,J
model1,119,A
model1,100,L
model1,115,A
model1,118,B
model1,117,D
model1,112,H
model1,120,A
model1,105,G
model1,114,G
model1,113,D
model1,110,B
model1,116,A
model1,106,I
model1,119,F
model1,100,I
model1,107,N
model1,115,F
model1,121,A
model1,118,C
model1,117,E
model1,120,F
model1,114,H
model1,110,C
model1,106,J
model1,105,H
model1,113,E
model1,122,A
model1,116,B
model1,100,J
model1,119,D
model1,121,F
model1,115,D
model1,117,G
model1,118,A
model1,123,A
model1,110,A
model1,120,D
model1,106,O
model1,113,G
model1,116,C
model1,119,E
model1,122,B
model1,117,H
model1,115,E
model1,100,O
model1,124,A
model1,121,D
model1,118,B
model1,120,E
model1,123,F
model1,110,F
model1,125,A
model1,113,H
model1,122,C
model1,116,A
model1,119,G
model1,118,C
model1,121,E
model1,115,G
model1,124,B
model1,120,G
model1,126,A
model1,110,D
model1,123,D
model1,125,B
model1,116,F
model1,119,H
model1,115,H
model1,124,C
model1,118,A
model1,127,A
model1,122,A
model1,121,G
model1,120,M
model1,126,F
model1,123,E
model1,110,E
model1,125,C
model1,128,A
model1,116,D
model1,118,F
model1,124,A
model1,121,H
model1,122,B
model1,127,B
model1,120,K
model1,129,A
model1,126,D
model1,123,G
model1,110,G
model1,116,E
model1,125,A
model1,128,F
model1,118,D
model1,130,A
model1,122,C
model1,124,B
model1,127,C
model1,120,I
model1,129,F
model1,110,M
model1,123,M
model1,126,E
model1,131,A
model1,125,F
model1,128,D
model1,116,G
model1,124,C
model1,122,A
model1,130,B
model1,129,D
model1,118,E
model1,120,J
model1,123,L
model1,132,A
model1,110,K
model1,127,A
model1,126,G
model1,125,D
model1,131,F
model1,116,M
model1,124,A
model1,128,E
model1,130,C
model1,133,A
model1,129,E
model1,122,B
model1,118,G
model1,132,F
model1,120,O
model1,123,I
model1,125,E
model1,110,I
model1,127,B
model1,126,M
model1,134,A
model1,131,D
model1,128,G
model1,129,G
model1,130,A
model1,133,F
model1,116,K
model1,124,F
model1,122,C
model1,118,H
model1,110,J
model1,132,D
model1,123,J
model1,125,G
model1,135,A
model1,127,C
model1,131,E
model1,134,F
model1,126,K
model1,132,E
model1,128,H
model1,129,H
model1,124,D
model1,136,A
model1,116,I
model1,133,D
model1,130,F
model1,123,O
model1,110,N
model1,122,A
model1,127,A
model1,125,M
model1,135,B
model1,131,G
model1,134,D
model1,137,A
model1,126,I
model1,132,G
model1,136,F
model1,130,D
model1,133,E
model1,116,J
model1,124,E
model1,138,A
model1,122,F
model1,125,K
model1,127,B
model1,135,C
model1,134,E
model1,131,H
model1,137,F
model1,126,J
model1,136,D
model1,133,G
model1,139,A
model1,116,O
model1,130,E
model1,132,H
model1,124,G
model1,138,B
model1,122,D
model1,127,C
model1,125,I
model1,135,A
model1,126,N
model1,137,D
model1,134,G
model1,140,A
model1,136,E
model1,139,B
model1,133,M
model1,124,M
model1,130,G
model1,122,E
model1,141,A
model1,138,C
model1,135,B
model1,127,A
model1,125,J
model1,140,B
model1,134,H
model1,137,E
model1,136,G
model1,124,K
model1,142,A
model1,133,K
model1,139,C
model1,130,M
model1,138,A
model1,141,B
model1,127,B
model1,135,C
model1,125,O
model1,122,G
model1,140,C
model1,143,A
model1,136,H
model1,137,G
model1,124,I
model1,133,I
model1,142,F
model1,139,A
model1,138,B
model1,144,A
model1,141,C
model1,127,C
model1,130,K
model1,122,M
model1,140,A
model1,135,A
model1,143,F
model1,137,H
model1,133,J
model1,145,A
model1,124,J
model1,142,D
model1,139,F
model1,122,K
model1,141,A
model1,127,A
model1,144,B
model1,138,C
model1,130,I
model1,135,F
model1,140,F
model1,146,A
model1,143,D
model1,133,N
model1,142,E
model1,145,B
model1,139,D
model1,124,N
model1,122,I
model1,141,F
model1,147,A
model1,144,C
model1,127,B
model1,138,A
model1,130,J
model1,135,D
model1,140,D
model1,143,E
model1,146,F
model1,142,G
model1,148,A
model1,145,C
model1,122,J
model1,141,D
model1,139,E
model1,147,F
model1,138,F
model1,127,C
model1,140,E
model1,130,N
model1,135,E
model1,144,A
model1,149,A
model1,143,G
model1,146,D
model1,142,H
model1,148,F
model1,145,A
model1,141,E
model1,122,N
model1,139,G
model1,147,D
model1,150,A
model1,138,D
model1,127,A
model1,144,B
model1,135,G
model1,149,B
model1,140,G
model1,146,E
model1,143,H
model1,151,A
model1,145,F
model1,147,E
model1,138,E
model1,139,H
model1,148,D
model1,150,B
model1,141,G
model1,127,F
model1,144,C
model1,135,H
model1,149,C
model1,152,A
model1,140,M
model1,146,G
model1,151,B
model1,145,D
model1,147,G
model1,138,G
model1,148,E
model1,153,A
model1,144,A
model1,127,D
model1,149,A
model1,141,H
model1,150,C
model1,140,L
model1,152,B
model1,146,M
model1,151,C
model1,154,A
model1,145,E
model1,148,G
model1,147,H
model1,153,B
model1,149,F
model1,127,E
model1,144,F
model1,138,M
model1,150,A
model1,155,A
model1,140,I
model1,152,C
model1,151,A
model1,145,G
model1,146,L
model1,154,F
model1,148,M
model1,127,G
model1,153,C
model1,149,D
model1,156,A
model1,138,L
model1,144,D
model1,150,F
model1,155,B
model1,146,I
model1,140,J
model1,151,F
model1,152,A
model1,154,D
model1,145,M
model1,148,L
model1,157,A
model1,138,I
model1,127,H
model1,149,E
model1,156,B
model1,153,A
model1,144,E
model1,150,D
model1,158,A
model1,140,O
model1,154,E
model1,155,C
model1,151,D
model1,148,I
model1,152,B
model1,145,L
model1,146,J
model1,157,F
model1,138,J
model1,149,G
model1,156,C
model1,144,G
model1,153,B
model1,159,A
model1,150,E
model1,155,A
model1,151,E
model1,158,B
model1,154,G
model1,148,J
model1,152,C
model1,157,D
model1,145,I
model1,146,N
model1,160,A
model1,149,M
model1,138,O
model1,144,M
model1,156,A
model1,153,C
model1,159,B
model1,150,G
model1,155,F
model1,158,C
model1,151,G
model1,161,A
model1,154,M
model1,148,N
model1,157,E
model1,145,J
model1,160,B
model1,152,A
model1,153,A
model1,149,L
model1,156,F
model1,159,C
model1,162,A
model1,155,D
model1,144,K
model1,158,A
model1,150,M
model1,151,M
model1,154,L
model1,161,B
model1,157,G
model1,145,O
model1,163,A
model1,160,C
model1,153,B
model1,152,B
model1,149,I
model1,162,B
model1,155,E
model1,159,A
model1,144,I
model1,158,B
model1,156,D
model1,161,C
model1,164,A
model1,151,K
model1,154,I
model1,150,L
model1,157,M
model1,160,A
model1,163,B
model1,153,C
model1,149,J
model1,152,C
model1,162,C
model1,165,A
model1,159,B
model1,156,E
model1,155,G
model1,164,B
model1,144,J
model1,161,A
model1,158,C
model1,154,J
model1,150,I
model1,151,I
model1,157,L
model1,166,A
model1,153,A
model1,160,B
model1,163,C
model1,149,O
model1,152,A
model1,159,C
model1,165,F
model1,162,A
model1,155,M
model1,158,A
model1,161,B
model1,156,G
model1,151,J
model1,157,I
model1,144,O
model1,154,O
model1,164,C
model1,167,A
model1,150,J
model1,153,F
model1,166,F
model1,160,C
model1,163,A
model1,152,B
model1,168,A
model1,161,C
model1,155,L
model1,165,D
model1,151,O
model1,162,B
model1,156,H
model1,159,A
model1,157,J
model1,158,B
model1,150,N
model1,167,B
model1,164,A
model1,166,D
model1,153,D
model1,169,A
model1,160,A
model1,163,F
model1,168,B
model1,155,I
model1,152,C
model1,159,F
model1,161,A
model1,165,E
model1,162,C
model1,167,C
model1,157,N
model1,158,C
model1,170,A
model1,164,B
model1,166,E
model1,169,F
model1,160,B
model1,153,E
model1,163,D
model1,168,C
model1,155,J
model1,165,G
model1,171,A
model1,161,B
model1,162,A
model1,152,A
model1,159,D
model1,170,F
model1,158,A
model1,167,A
model1,164,C
model1,169,D
model1,166,G
model1,160,C
model1,153,G
model1,172,A
model1,163,E
model1,168,A
model1,171,B
model1,155,N
model1,152,B
model1,165,H
model1,161,C
model1,162,B
model1,158,F
model1,159,E
model1,167,F
model1,170,D
model1,173,A
model1,164,A
model1,166,M
model1,169,E
model1,153,M
model1,160,A
model1,163,G
model1,172,F
model1,152,C
model1,171,C
model1,168,B
model1,161,A
model1,174,A
model1,159,G
model1,162,C
model1,158,D
model1,173,F
model1,167,D
model1,164,F
model1,170,E
model1,166,L
model1,169,G
model1,172,D
model1,163,M
model1,175,A
model1,153,L
model1,160,B
model1,161,F
model1,174,F
model1,168,C
model1,152,A
model1,171,A
model1,162,A
model1,159,H
model1,170,G
model1,158,E
model1,173,D
model1,176,A
model1,167,E
model1,172,E
model1,166,I
model1,169,M
model1,163,L
model1,174,D
model1,164,D
model1,153,I
model1,175,B
model1,160,C
model1,152,B
model1,161,D
model1,177,A
model1,162,B
model1,168,A
model1,171,F
model1,173,E
model1,167,G
model1,170,M
model1,158,G
model1,176,B
model1,172,G
model1,166,J
model1,153,J
model1,163,I
model1,174,E
model1,164,E
model1,169,L
model1,178,A
model1,175,C
model1,160,A
model1,177,B
model1,171,D
model1,168,B
model1,161,E
model1,152,C
model1,162,C
model1,173,G
model1,167,M
model1,176,C
model1,179,A
model1,158,M
model1,172,H
model1,170,K
model1,153,N
model1,164,G
model1,169,I
model1,178,F
model1,166,O
model1,163,J
model1,174,G
model1,152,A
model1,177,C
model1,168,C
model1,175,A
model1,160,B
model1,180,A
model1,161,G
model1,171,E
model1,162,A
model1,176,A
model1,173,H
model1,179,F
model1,158,K
model1,167,L
model1,170,I
model1,163,N
model1,169,J
model1,164,M
model1,178,D
model1,181,A
model1,174,M
model1,152,B
model1,168,A
model1,175,B
model1,177,A
model1,160,C
model1,161,H
model1,162,B
model1,180,B
model1,179,D
model1,171,G
model1,176,B
model1,158,I
model1,182,A
model1,169,O
model1,167,I
model1,164,L
model1,170,J
model1,178,E
model1,174,L
model1,152,C
model1,160,A
model1,181,B
model1,177,B
model1,168,F
model1,180,C
model1,183,A
model1,162,C
model1,175,C
model1,171,H
model1,179,E
model1,182,B
model1,176,C
model1,158,J
model1,170,N
model1,174,I
model1,167,J
model1,178,G
model1,184,A
model1,160,F
model1,152,A
model1,164,I
model1,177,C
model1,180,A
model1,183,B
model1,181,C
model1,168,D
model1,175,A
model1,162,A
model1,179,G
model1,185,A
model1,182,C
model1,176,A
model1,158,N
model1,174,J
model1,167,N
model1,152,B
model1,160,D
model1,164,J
model1,178,M
model1,177,A
model1,184,B
model1,183,C
model1,180,B
model1,181,A
model1,186,A
model1,168,E
model1,179,M
model1,162,B
model1,175,B
model1,176,B
model1,174,O
model1,185,B
model1,182,A
model1,187,A
model1,152,C
model1,177,F
model1,184,C
model1,164,O
model1,178,L
model1,160,E
model1,186,F
model1,183,A
model1,181,F
model1,180,C
